Key,Category,Type (observed),คำอธิบายสำหรับ End User,ความหมาย (TH),หลักฐานใน repo
seg_dormant_31_60d_users_delta,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_31_60d_users เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_31_60d_users_prev,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน ค่าเดิม,ค่า seg_dormant_31_60d_users ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_31_60d_users_wow_pct,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหว 31-60 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_31_60d_users เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_activity_completion_rate,Segment KPI,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน,completion rate ของเซกเมนต์ dormant_60d_plus ใน window (completed/activity_count),src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_activity_completion_rate_cold_start_increase,Segment Delta,boolean,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_60d_plus_activity_completion_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_activity_completion_rate_delta,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_60d_plus_activity_completion_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_activity_completion_rate_prev,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน ค่าเดิม,ค่า seg_dormant_60d_plus_activity_completion_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_activity_completion_rate_wow_pct,Segment Delta,null/unknown,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_60d_plus_activity_completion_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_dormant_share,Segment KPI,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน,สัดส่วนผู้ใช้ของเซกเมนต์ dormant_60d_plus_dormant เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_dormant_share_cold_start_increase,Segment Delta,boolean,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_60d_plus_dormant_share (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_dormant_share_delta,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_60d_plus_dormant_share เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_dormant_share_prev,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน ค่าเดิม,ค่า seg_dormant_60d_plus_dormant_share ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_dormant_share_wow_pct,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_60d_plus_dormant_share เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_gmv_net,Segment KPI,number,GMV สุทธิ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน,ผลรวม GMV สุทธิของผู้ใช้ในเซกเมนต์ dormant_60d_plus ภายใน window,src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_gmv_net_cold_start_increase,Segment Delta,boolean,GMV สุทธิ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_60d_plus_gmv_net (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_gmv_net_delta,Segment Delta,number,GMV สุทธิ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_60d_plus_gmv_net เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_gmv_net_prev,Segment Delta,number,GMV สุทธิ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน ค่าเดิม,ค่า seg_dormant_60d_plus_gmv_net ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_gmv_net_wow_pct,Segment Delta,number,GMV สุทธิ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_60d_plus_gmv_net เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_redeem_rate,Segment KPI,number,อัตราแลก ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน,redeem proxy rate ของเซกเมนต์ dormant_60d_plus ใน window (redeem_count/activity_count),src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_redeem_rate_cold_start_increase,Segment Delta,boolean,อัตราแลก ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_60d_plus_redeem_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_redeem_rate_delta,Segment Delta,number,อัตราแลก ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_60d_plus_redeem_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_redeem_rate_prev,Segment Delta,number,อัตราแลก ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน ค่าเดิม,ค่า seg_dormant_60d_plus_redeem_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_redeem_rate_wow_pct,Segment Delta,null/unknown,อัตราแลก ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_60d_plus_redeem_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_share,Segment KPI,number,สัดส่วนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน,สัดส่วนผู้ใช้ของเซกเมนต์ dormant_60d_plus เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_transactions,Segment KPI,number,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน,ผลรวมจำนวนธุรกรรมของผู้ใช้ในเซกเมนต์ dormant_60d_plus ภายใน window,src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_transactions_cold_start_increase,Segment Delta,boolean,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_60d_plus_transactions (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_transactions_delta,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_60d_plus_transactions เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_transactions_prev,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน ค่าเดิม,ค่า seg_dormant_60d_plus_transactions ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_transactions_wow_pct,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_60d_plus_transactions เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_users,Segment KPI,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน,จำนวนผู้ใช้ในเซกเมนต์ dormant_60d_plus ภายใน window (n_seg),src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_users_cold_start_increase,Segment Delta,boolean,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เพิ่มจาก 0,ธง cold-start ของ seg_dormant_60d_plus_users (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_users_delta,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_dormant_60d_plus_users เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_users_prev,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน ค่าเดิม,ค่า seg_dormant_60d_plus_users ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_dormant_60d_plus_users_wow_pct,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ไม่เคลื่อนไหวมากกว่า 60 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_dormant_60d_plus_users เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_activity_completion_rate,Segment KPI,number,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อ AOV สูง,completion rate ของเซกเมนต์ high_aov_buyers ใน window (completed/activity_count),src/segments.py::compute_segment_kpis
seg_high_aov_buyers_activity_completion_rate_cold_start_increase,Segment Delta,boolean,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อ AOV สูง เพิ่มจาก 0,ธง cold-start ของ seg_high_aov_buyers_activity_completion_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_activity_completion_rate_delta,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อ AOV สูง เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_high_aov_buyers_activity_completion_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_activity_completion_rate_prev,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อ AOV สูง ค่าเดิม,ค่า seg_high_aov_buyers_activity_completion_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_activity_completion_rate_wow_pct,Segment Delta,null/unknown,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อ AOV สูง %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_high_aov_buyers_activity_completion_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_dormant_share,Segment KPI,number,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อ AOV สูง,สัดส่วนผู้ใช้ของเซกเมนต์ high_aov_buyers_dormant เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_high_aov_buyers_dormant_share_cold_start_increase,Segment Delta,boolean,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อ AOV สูง เพิ่มจาก 0,ธง cold-start ของ seg_high_aov_buyers_dormant_share (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_dormant_share_delta,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อ AOV สูง เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_high_aov_buyers_dormant_share เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_dormant_share_prev,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อ AOV สูง ค่าเดิม,ค่า seg_high_aov_buyers_dormant_share ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_dormant_share_wow_pct,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อ AOV สูง %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_high_aov_buyers_dormant_share เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_gmv_net,Segment KPI,number,GMV สุทธิ ผู้ซื้อ AOV สูง,ผลรวม GMV สุทธิของผู้ใช้ในเซกเมนต์ high_aov_buyers ภายใน window,src/segments.py::compute_segment_kpis
seg_high_aov_buyers_gmv_net_cold_start_increase,Segment Delta,boolean,GMV สุทธิ ผู้ซื้อ AOV สูง เพิ่มจาก 0,ธง cold-start ของ seg_high_aov_buyers_gmv_net (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_gmv_net_delta,Segment Delta,number,GMV สุทธิ ผู้ซื้อ AOV สูง เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_high_aov_buyers_gmv_net เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_gmv_net_prev,Segment Delta,number,GMV สุทธิ ผู้ซื้อ AOV สูง ค่าเดิม,ค่า seg_high_aov_buyers_gmv_net ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_gmv_net_wow_pct,Segment Delta,number,GMV สุทธิ ผู้ซื้อ AOV สูง %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_high_aov_buyers_gmv_net เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_redeem_rate,Segment KPI,number,อัตราแลก ผู้ซื้อ AOV สูง,redeem proxy rate ของเซกเมนต์ high_aov_buyers ใน window (redeem_count/activity_count),src/segments.py::compute_segment_kpis
seg_high_aov_buyers_redeem_rate_cold_start_increase,Segment Delta,boolean,อัตราแลก ผู้ซื้อ AOV สูง เพิ่มจาก 0,ธง cold-start ของ seg_high_aov_buyers_redeem_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_redeem_rate_delta,Segment Delta,number,อัตราแลก ผู้ซื้อ AOV สูง เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_high_aov_buyers_redeem_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_redeem_rate_prev,Segment Delta,number,อัตราแลก ผู้ซื้อ AOV สูง ค่าเดิม,ค่า seg_high_aov_buyers_redeem_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_redeem_rate_wow_pct,Segment Delta,null/unknown,อัตราแลก ผู้ซื้อ AOV สูง %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_high_aov_buyers_redeem_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_share,Segment KPI,number,สัดส่วนผู้ใช้ ผู้ซื้อ AOV สูง,สัดส่วนผู้ใช้ของเซกเมนต์ high_aov_buyers เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_high_aov_buyers_transactions,Segment KPI,number,จำนวนธุรกรรม ผู้ซื้อ AOV สูง,ผลรวมจำนวนธุรกรรมของผู้ใช้ในเซกเมนต์ high_aov_buyers ภายใน window,src/segments.py::compute_segment_kpis
seg_high_aov_buyers_transactions_cold_start_increase,Segment Delta,boolean,จำนวนธุรกรรม ผู้ซื้อ AOV สูง เพิ่มจาก 0,ธง cold-start ของ seg_high_aov_buyers_transactions (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_transactions_delta,Segment Delta,number,จำนวนธุรกรรม ผู้ซื้อ AOV สูง เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_high_aov_buyers_transactions เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_transactions_prev,Segment Delta,number,จำนวนธุรกรรม ผู้ซื้อ AOV สูง ค่าเดิม,ค่า seg_high_aov_buyers_transactions ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_transactions_wow_pct,Segment Delta,number,จำนวนธุรกรรม ผู้ซื้อ AOV สูง %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_high_aov_buyers_transactions เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_users,Segment KPI,number,จำนวนผู้ใช้ ผู้ซื้อ AOV สูง,จำนวนผู้ใช้ในเซกเมนต์ high_aov_buyers ภายใน window (n_seg),src/segments.py::compute_segment_kpis
seg_high_aov_buyers_users_cold_start_increase,Segment Delta,boolean,จำนวนผู้ใช้ ผู้ซื้อ AOV สูง เพิ่มจาก 0,ธง cold-start ของ seg_high_aov_buyers_users (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_users_delta,Segment Delta,number,จำนวนผู้ใช้ ผู้ซื้อ AOV สูง เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_high_aov_buyers_users เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_users_prev,Segment Delta,number,จำนวนผู้ใช้ ผู้ซื้อ AOV สูง ค่าเดิม,ค่า seg_high_aov_buyers_users ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_high_aov_buyers_users_wow_pct,Segment Delta,number,จำนวนผู้ใช้ ผู้ซื้อ AOV สูง %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_high_aov_buyers_users เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_activity_completion_rate,Segment KPI,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ใหม่ 0-7 วัน,completion rate ของเซกเมนต์ new_users_0_7d ใน window (completed/activity_count),src/segments.py::compute_segment_kpis
seg_new_users_0_7d_activity_completion_rate_cold_start_increase,Segment Delta,boolean,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ใหม่ 0-7 วัน เพิ่มจาก 0,ธง cold-start ของ seg_new_users_0_7d_activity_completion_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_activity_completion_rate_delta,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ใหม่ 0-7 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_new_users_0_7d_activity_completion_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_activity_completion_rate_prev,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ใหม่ 0-7 วัน ค่าเดิม,ค่า seg_new_users_0_7d_activity_completion_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_activity_completion_rate_wow_pct,Segment Delta,null/unknown,อัตราทำกิจกรรมสำเร็จ ผู้ใช้ใหม่ 0-7 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_new_users_0_7d_activity_completion_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_dormant_share,Segment KPI,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ใหม่ 0-7 วัน,สัดส่วนผู้ใช้ของเซกเมนต์ new_users_0_7d_dormant เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_new_users_0_7d_dormant_share_cold_start_increase,Segment Delta,boolean,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ใหม่ 0-7 วัน เพิ่มจาก 0,ธง cold-start ของ seg_new_users_0_7d_dormant_share (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_dormant_share_delta,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ใหม่ 0-7 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_new_users_0_7d_dormant_share เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_dormant_share_prev,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ใหม่ 0-7 วัน ค่าเดิม,ค่า seg_new_users_0_7d_dormant_share ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_dormant_share_wow_pct,Segment Delta,null/unknown,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ใหม่ 0-7 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_new_users_0_7d_dormant_share เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_gmv_net,Segment KPI,number,GMV สุทธิ ผู้ใช้ใหม่ 0-7 วัน,ผลรวม GMV สุทธิของผู้ใช้ในเซกเมนต์ new_users_0_7d ภายใน window,src/segments.py::compute_segment_kpis
seg_new_users_0_7d_gmv_net_cold_start_increase,Segment Delta,boolean,GMV สุทธิ ผู้ใช้ใหม่ 0-7 วัน เพิ่มจาก 0,ธง cold-start ของ seg_new_users_0_7d_gmv_net (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_gmv_net_delta,Segment Delta,number,GMV สุทธิ ผู้ใช้ใหม่ 0-7 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_new_users_0_7d_gmv_net เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_gmv_net_prev,Segment Delta,number,GMV สุทธิ ผู้ใช้ใหม่ 0-7 วัน ค่าเดิม,ค่า seg_new_users_0_7d_gmv_net ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_gmv_net_wow_pct,Segment Delta,number,GMV สุทธิ ผู้ใช้ใหม่ 0-7 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_new_users_0_7d_gmv_net เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_new_users_0_7d_redeem_rate,Segment KPI,number,อัตราแลก ผู้ใช้ใหม่ 0-7 วัน,redeem proxy rate ของเซกเมนต์ new_users_0_7d ใน window (redeem_count/activity_count),src/segments.py::compute_segment_kpis
seg_new_users_0_7d_redeem_rate_cold_start_increase,Segment Delta,boolean,อัตราแลก ผู้ใช้ใหม่ 0-7 วัน เพิ่มจาก 0,ธง cold-start ของ seg_new_users_0_7d_redeem_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
